Uke,År,Navn,Lokalitetsnummer,Lokalitetsnavn,Tiltak,Virkestoff,Type behandling,Rensefisk,Omfang,Antall,Lat,Lon,Lokalitetskapasitet
29,2021,SALMAR FARMING AS,37197,Ruggstein,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.770084,8.476033,6240.0
6,2020,SALMAR FARMING AS,37197,Ruggstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
5,2020,SALMAR FARMING AS,37197,Ruggstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
7,2022,SALMAR FARMING AS,13748,Saltkjelvika,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
43,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
42,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
41,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
37,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
35,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
34,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
32,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
29,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
28,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
24,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
17,2020,SALMAR FARMING AS,13748,Saltkjelvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59887,11.2662,3120.0
7,2022,MOWI ASA,11640,Skorpeosen,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,60.332466,4.9421,3600.0
22,2021,MOWI ASA,11640,Skorpeosen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,60.332466,4.9421,3600.0
33,2020,MOWI ASA,11640,Skorpeosen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.332466,4.9421,3600.0
26,2020,MOWI ASA,11640,Skorpeosen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.332466,4.9421,3600.0
9,2020,MOWI ASA,11640,Skorpeosen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,60.332466,4.9421,3600.0
7,2022,MOWI ASA,13196,Syltøy,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,60.3046,4.96645,2340.0
41,2020,MOWI ASA,13196,Syltøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.3046,4.96645,2340.0
39,2020,MOWI ASA,13196,Syltøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.3046,4.96645,2340.0
37,2020,MOWI ASA,13196,Syltøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.3046,4.96645,2340.0
33,2020,MOWI ASA,13196,Syltøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.3046,4.96645,2340.0
24,2020,MOWI ASA,13196,Syltøy,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,60.3046,4.96645,2340.0
7,2022,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
4,2022,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
39,2021,MOWI ASA,12678,Vedøya,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
38,2021,MOWI ASA,12678,Vedøya,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
44,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
43,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
36,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
35,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
32,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
30,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.60743,11.354817,3120.0
26,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.60743,11.354817,3120.0
22,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
21,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60743,11.354817,3120.0
17,2020,MOWI ASA,12678,Vedøya,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.60743,11.354817,3120.0
6,2022,MOWI ASA,12086,Alsåkervik,medikamentell,Annet virkestoff,badebehandling,Ingen,hele lokaliteten,,59.759518,6.072883,780.0
45,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.759518,6.072883,780.0
44,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.759518,6.072883,780.0
43,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.759518,6.072883,780.0
42,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.759518,6.072883,780.0
40,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.759518,6.072883,780.0
39,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.759518,6.072883,780.0
35,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.759518,6.072883,780.0
31,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.759518,6.072883,780.0
26,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.759518,6.072883,780.0
23,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.759518,6.072883,780.0
20,2021,MOWI ASA,12086,Alsåkervik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.759518,6.072883,780.0
51,2020,MOWI ASA,12086,Alsåkervik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.759518,6.072883,780.0
50,2020,MOWI ASA,12086,Alsåkervik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.759518,6.072883,780.0
6,2022,MOWI ASA,13838,Hegnes,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.356335,5.284667,1560.0
2,2022,MOWI ASA,13838,Hegnes,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.356335,5.284667,1560.0
50,2021,MOWI ASA,13838,Hegnes,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.356335,5.284667,1560.0
43,2021,MOWI ASA,13838,Hegnes,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.356335,5.284667,1560.0
14,2021,MOWI ASA,13838,Hegnes,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,61.356335,5.284667,1560.0
14,2021,MOWI ASA,13838,Hegnes,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.356335,5.284667,1560.0
7,2021,MOWI ASA,13838,Hegnes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.356335,5.284667,1560.0
6,2021,MOWI ASA,13838,Hegnes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.356335,5.284667,1560.0
5,2021,MOWI ASA,13838,Hegnes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.356335,5.284667,1560.0
6,2022,SALMAR FARMING AS,14042,Kattholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.870968,8.679017,4680.0
51,2021,SALMAR FARMING AS,14042,Kattholmen,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.870968,8.679017,4680.0
48,2021,SALMAR FARMING AS,14042,Kattholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.870968,8.679017,4680.0
46,2021,SALMAR FARMING AS,14042,Kattholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.870968,8.679017,4680.0
43,2021,SALMAR FARMING AS,14042,Kattholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.870968,8.679017,4680.0
41,2021,SALMAR FARMING AS,14042,Kattholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.870968,8.679017,4680.0
38,2021,SALMAR FARMING AS,14042,Kattholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.870968,8.679017,4680.0
37,2021,SALMAR FARMING AS,14042,Kattholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.870968,8.679017,4680.0
30,2021,SALMAR FARMING AS,14042,Kattholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.870968,8.679017,4680.0
29,2021,SALMAR FARMING AS,14042,Kattholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.870968,8.679017,4680.0
6,2022,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.33795,6.3815,5460.0
5,2022,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.33795,6.3815,5460.0
4,2022,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.33795,6.3815,5460.0
24,2021,MOWI ASA,13249,Sagelva,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,62.33795,6.3815,5460.0
23,2021,MOWI ASA,13249,Sagelva,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,62.33795,6.3815,5460.0
42,2020,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.33795,6.3815,5460.0
38,2020,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.33795,6.3815,5460.0
35,2020,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.33795,6.3815,5460.0
33,2020,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.33795,6.3815,5460.0
31,2020,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.33795,6.3815,5460.0
21,2020,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.33795,6.3815,5460.0
16,2020,MOWI ASA,13249,Sagelva,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.33795,6.3815,5460.0
6,2022,LERØY AURORA AS,31457,Skarvestein,medikamentell,Deltamethrin,badebehandling,Ingen,hele lokaliteten,,69.993614,20.71115,5400.0
44,2021,LERØY AURORA AS,31457,Skarvestein,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,69.993614,20.71115,5400.0
37,2021,LERØY AURORA AS,31457,Skarvestein,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,69.993614,20.71115,5400.0
36,2021,LERØY AURORA AS,31457,Skarvestein,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,69.993614,20.71115,5400.0
30,2021,LERØY AURORA AS,31457,Skarvestein,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,69.993614,20.71115,5400.0
29,2021,LERØY AURORA AS,31457,Skarvestein,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,69.993614,20.71115,5400.0
41,2020,LERØY AURORA AS,31457,Skarvestein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.993614,20.71115,5400.0
40,2020,LERØY AURORA AS,31457,Skarvestein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.993614,20.71115,5400.0
6,2022,MOWI ASA,14081,Tveit,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
1,2022,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.110085,5.340483,3120.0
52,2021,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
43,2021,MOWI ASA,14081,Tveit,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
42,2021,MOWI ASA,14081,Tveit,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
38,2021,MOWI ASA,14081,Tveit,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
37,2021,MOWI ASA,14081,Tveit,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.110085,5.340483,3120.0
53,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
49,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
48,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
45,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.110085,5.340483,3120.0
42,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.110085,5.340483,3120.0
41,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
40,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
39,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
38,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
35,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.110085,5.340483,3120.0
29,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
28,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
26,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.110085,5.340483,3120.0
15,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.110085,5.340483,3120.0
8,2020,MOWI ASA,14081,Tveit,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.110085,5.340483,3120.0
5,2022,MOWI ASA,13241,Endal Vest,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
52,2021,MOWI ASA,13241,Endal Vest,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
47,2021,MOWI ASA,13241,Endal Vest,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.909832,5.464267,1170.0
41,2021,MOWI ASA,13241,Endal Vest,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
40,2021,MOWI ASA,13241,Endal Vest,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
37,2021,MOWI ASA,13241,Endal Vest,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
34,2021,MOWI ASA,13241,Endal Vest,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
31,2021,MOWI ASA,13241,Endal Vest,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
16,2021,MOWI ASA,13241,Endal Vest,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
6,2021,MOWI ASA,13241,Endal Vest,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
3,2021,MOWI ASA,13241,Endal Vest,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
2,2021,MOWI ASA,13241,Endal Vest,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.909832,5.464267,1170.0
5,2022,SALMAR FARMING AS,12265,Gudmundset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.45375,6.601283,1560.0
51,2021,SALMAR FARMING AS,12265,Gudmundset,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.45375,6.601283,1560.0
50,2021,SALMAR FARMING AS,12265,Gudmundset,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.45375,6.601283,1560.0
49,2021,SALMAR FARMING AS,12265,Gudmundset,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,62.45375,6.601283,1560.0
49,2021,SALMAR FARMING AS,12265,Gudmundset,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.45375,6.601283,1560.0
45,2021,SALMAR FARMING AS,12265,Gudmundset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.45375,6.601283,1560.0
42,2021,SALMAR FARMING AS,12265,Gudmundset,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.45375,6.601283,1560.0
41,2021,SALMAR FARMING AS,12265,Gudmundset,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.45375,6.601283,1560.0
1,2020,SALMAR FARMING AS,12265,Gudmundset,medikamentell,Annet virkestoff,fôrbehandling,Ingen,hele lokaliteten,,62.45375,6.601283,1560.0
5,2022,GRIEG SEAFOOD ROGALAND AS,12071,Ommundsteigen,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.55078,6.5131,1040.0
41,2021,GRIEG SEAFOOD ROGALAND AS,12071,Ommundsteigen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.55078,6.5131,1040.0
27,2021,GRIEG SEAFOOD ROGALAND AS,12071,Ommundsteigen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.55078,6.5131,1040.0
21,2021,GRIEG SEAFOOD ROGALAND AS,12071,Ommundsteigen,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,59.55078,6.5131,1040.0
9,2021,GRIEG SEAFOOD ROGALAND AS,12071,Ommundsteigen,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.55078,6.5131,1040.0
5,2022,MOWI ASA,13000,Slåttvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.52393,12.545017,4680.0
4,2022,MOWI ASA,13000,Slåttvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.52393,12.545017,4680.0
1,2022,MOWI ASA,13000,Slåttvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.52393,12.545017,4680.0
45,2021,MOWI ASA,13000,Slåttvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.52393,12.545017,4680.0
41,2021,MOWI ASA,13000,Slåttvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.52393,12.545017,4680.0
40,2021,MOWI ASA,13000,Slåttvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.52393,12.545017,4680.0
37,2021,MOWI ASA,13000,Slåttvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.52393,12.545017,4680.0
36,2021,MOWI ASA,13000,Slåttvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.52393,12.545017,4680.0
32,2021,MOWI ASA,13000,Slåttvika,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,65.52393,12.545017,4680.0
4,2022,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59268,10.908333,5460.0
47,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.59268,10.908333,5460.0
43,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.59268,10.908333,5460.0
42,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.59268,10.908333,5460.0
37,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.59268,10.908333,5460.0
34,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59268,10.908333,5460.0
33,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59268,10.908333,5460.0
32,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59268,10.908333,5460.0
29,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.59268,10.908333,5460.0
26,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59268,10.908333,5460.0
25,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59268,10.908333,5460.0
21,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.59268,10.908333,5460.0
16,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.59268,10.908333,5460.0
1,2021,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.59268,10.908333,5460.0
49,2020,MOWI ASA,12625,Bjørgan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.59268,10.908333,5460.0
42,2020,MOWI ASA,12625,Bjørgan,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.59268,10.908333,5460.0
41,2020,MOWI ASA,12625,Bjørgan,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,64.59268,10.908333,5460.0
4,2022,LERØY AURORA AS,16736,Kåvika,medikamentell,Deltamethrin,badebehandling,Ingen,hele lokaliteten,,69.95783,20.69315,5400.0
44,2021,LERØY AURORA AS,16736,Kåvika,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,69.95783,20.69315,5400.0
43,2021,LERØY AURORA AS,16736,Kåvika,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,69.95783,20.69315,5400.0
42,2021,LERØY AURORA AS,16736,Kåvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.95783,20.69315,5400.0
31,2021,LERØY AURORA AS,16736,Kåvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.95783,20.69315,5400.0
30,2021,LERØY AURORA AS,16736,Kåvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.95783,20.69315,5400.0
29,2021,LERØY AURORA AS,16736,Kåvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.95783,20.69315,5400.0
4,2022,MOWI ASA,10724,Klokkstein,medikamentell,Deltamethrin,badebehandling,Ingen,deler av lokaliteten,,69.81612,20.717817,3600.0
4,2022,SALMAR FARMING AS,10724,Klokkstein,medikamentell,Deltamethrin,badebehandling,Ingen,deler av lokaliteten,,69.81612,20.717817,3600.0
46,2021,MOWI ASA,10724,Klokkstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.81612,20.717817,3600.0
46,2021,SALMAR FARMING AS,10724,Klokkstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.81612,20.717817,3600.0
43,2021,MOWI ASA,10724,Klokkstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.81612,20.717817,3600.0
43,2021,SALMAR FARMING AS,10724,Klokkstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.81612,20.717817,3600.0
42,2021,MOWI ASA,10724,Klokkstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.81612,20.717817,3600.0
42,2021,SALMAR FARMING AS,10724,Klokkstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.81612,20.717817,3600.0
40,2021,MOWI ASA,10724,Klokkstein,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,69.81612,20.717817,3600.0
