Uke,År,Navn,Lokalitetsnummer,Lokalitetsnavn,Voksne hunnlus,Lus i bevegelige stadier,Fastsittende lus,Trolig uten fisk,Har telt lakselus,Lusegrense uke,Lat,Lon,Over lusegrense uke,Sjøtemperatur,Lokalitetskapasitet
13,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
12,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
11,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
10,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
9,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
8,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
7,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
6,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
5,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
4,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
3,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
2,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
1,2022,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
52,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
51,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
50,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
49,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
48,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
47,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
46,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
45,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
44,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
43,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
42,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
41,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
40,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
39,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
38,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
37,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
36,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
35,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
34,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
33,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
32,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
31,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
30,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
29,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
28,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
27,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
26,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
25,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
24,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
23,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
22,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
21,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
20,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
19,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
18,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
17,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
16,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
15,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
14,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
13,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
12,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
11,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
10,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
9,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
8,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
7,2021,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
42,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
41,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
40,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
39,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
38,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
37,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
36,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
35,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
34,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
33,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
32,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
31,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
30,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
29,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
28,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
27,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
26,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
25,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
24,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
23,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
22,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
21,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
20,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
19,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
18,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
17,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
16,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.2,59.27807,5.777617,Nei,,3120.0
15,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
14,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
13,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
12,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
11,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
10,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
9,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
8,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
7,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
6,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
5,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
4,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
3,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
2,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
1,2020,GRIEG SEAFOOD ROGALAND AS,33437,Ådnaholmen,0.0,0.0,0.0,Ja,Nei,0.5,59.27807,5.777617,Nei,,3120.0
13,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
12,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,8.46,3120.0
11,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
10,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
9,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
8,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
7,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
6,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
5,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
4,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
3,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
2,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
1,2022,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
52,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
51,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
50,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
49,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
48,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
47,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
46,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
45,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
44,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
43,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
42,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
41,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
40,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
39,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
38,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
37,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
36,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
35,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,,3120.0
34,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,15.87,3120.0
33,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,16.11,3120.0
32,2021,MOWI ASA,10331,Åkre,0.0,0.0,0.0,Ja,Nei,0.5,60.11283,6.044717,Nei,17.14,3120.0
31,2021,MOWI ASA,10331,Åkre,0.37,0.93,0.03,Nei,Ja,0.5,60.11283,6.044717,Nei,18.35,3120.0
30,2021,MOWI ASA,10331,Åkre,0.15,0.15,0.5,Nei,Ja,0.5,60.11283,6.044717,Nei,16.72,3120.0
29,2021,MOWI ASA,10331,Åkre,0.1,0.65,0.15,Nei,Ja,0.5,60.11283,6.044717,Nei,16.65,3120.0
28,2021,MOWI ASA,10331,Åkre,0.45,0.2,0.0,Nei,Ja,0.5,60.11283,6.044717,Nei,16.05,3120.0
27,2021,MOWI ASA,10331,Åkre,0.25,0.85,0.0,Nei,Ja,0.5,60.11283,6.044717,Nei,17.64,3120.0
26,2021,MOWI ASA,10331,Åkre,0.34,0.75,0.09,Nei,Ja,0.5,60.11283,6.044717,Nei,17.42,3120.0
25,2021,MOWI ASA,10331,Åkre,0.16,0.13,0.0,Nei,Ja,0.5,60.11283,6.044717,Nei,15.65,3120.0
24,2021,MOWI ASA,10331,Åkre,1.76,2.04,0.08,Nei,Ja,0.5,60.11283,6.044717,Ja,15.2,3120.0
23,2021,MOWI ASA,10331,Åkre,0.65,1.14,0.04,Nei,Ja,0.5,60.11283,6.044717,Ja,16.96,3120.0
22,2021,MOWI ASA,10331,Åkre,0.43,1.69,0.11,Nei,Ja,0.5,60.11283,6.044717,Nei,14.44,3120.0
21,2021,MOWI ASA,10331,Åkre,0.18,2.02,1.07,Nei,Ja,0.2,60.11283,6.044717,Nei,12.06,3120.0
20,2021,MOWI ASA,10331,Åkre,0.28,0.98,0.84,Nei,Ja,0.2,60.11283,6.044717,Ja,11.51,3120.0
19,2021,MOWI ASA,10331,Åkre,0.11,0.44,0.0,Nei,Ja,0.2,60.11283,6.044717,Nei,10.71,3120.0
18,2021,MOWI ASA,10331,Åkre,0.09,0.45,0.24,Nei,Ja,0.2,60.11283,6.044717,Nei,9.55,3120.0
17,2021,MOWI ASA,10331,Åkre,0.15,0.38,0.37,Nei,Ja,0.2,60.11283,6.044717,Nei,8.97,3120.0
16,2021,MOWI ASA,10331,Åkre,0.19,0.21,0.04,Nei,Ja,0.2,60.11283,6.044717,Nei,7.98,3120.0
15,2021,MOWI ASA,10331,Åkre,0.13,0.28,0.1,Nei,Ja,0.5,60.11283,6.044717,Nei,6.92,3120.0
14,2021,MOWI ASA,10331,Åkre,0.16,0.32,0.03,Nei,Ja,0.5,60.11283,6.044717,Nei,7.1,3120.0
13,2021,MOWI ASA,10331,Åkre,0.44,1.19,0.0,Nei,Ja,0.5,60.11283,6.044717,Nei,6.9,3120.0
12,2021,MOWI ASA,10331,Åkre,0.18,1.77,0.2,Nei,Ja,0.5,60.11283,6.044717,Nei,5.93,3120.0
11,2021,MOWI ASA,10331,Åkre,0.1,1.32,0.07,Nei,Ja,0.5,60.11283,6.044717,Nei,5.49,3120.0
10,2021,MOWI ASA,10331,Åkre,0.09,0.89,0.29,Nei,Ja,0.5,60.11283,6.044717,Nei,5.28,3120.0
9,2021,MOWI ASA,10331,Åkre,0.14,4.55,1.29,Nei,Ja,0.5,60.11283,6.044717,Nei,4.98,3120.0
8,2021,MOWI ASA,10331,Åkre,0.1,1.58,1.12,Nei,Ja,0.5,60.11283,6.044717,Nei,4.79,3120.0
7,2021,MOWI ASA,10331,Åkre,0.18,2.0,0.86,Nei,Ja,0.5,60.11283,6.044717,Nei,4.1,3120.0
6,2021,MOWI ASA,10331,Åkre,0.1,0.96,1.13,Nei,Ja,0.5,60.11283,6.044717,Nei,5.08,3120.0
5,2021,MOWI ASA,10331,Åkre,0.08,1.1,0.37,Nei,Ja,0.5,60.11283,6.044717,Nei,4.8,3120.0
4,2021,MOWI ASA,10331,Åkre,0.18,0.81,0.19,Nei,Ja,0.5,60.11283,6.044717,Nei,5.45,3120.0
3,2021,MOWI ASA,10331,Åkre,0.1,0.72,0.32,Nei,Ja,0.5,60.11283,6.044717,Nei,5.75,3120.0
2,2021,MOWI ASA,10331,Åkre,0.24,0.87,0.14,Nei,Ja,0.5,60.11283,6.044717,Nei,5.96,3120.0
1,2021,MOWI ASA,10331,Åkre,0.17,0.44,0.12,Nei,Ja,0.5,60.11283,6.044717,Nei,6.92,3120.0
53,2020,MOWI ASA,10331,Åkre,0.33,0.95,0.23,Nei,Ja,0.5,60.11283,6.044717,Nei,8.1,3120.0
52,2020,MOWI ASA,10331,Åkre,0.16,0.31,0.23,Nei,Ja,0.5,60.11283,6.044717,Nei,9.25,3120.0
51,2020,MOWI ASA,10331,Åkre,0.21,0.34,0.09,Nei,Ja,0.5,60.11283,6.044717,Nei,9.14,3120.0
50,2020,MOWI ASA,10331,Åkre,0.4,0.8,0.27,Nei,Ja,0.5,60.11283,6.044717,Nei,8.3,3120.0
49,2020,MOWI ASA,10331,Åkre,0.44,1.46,0.27,Nei,Ja,0.5,60.11283,6.044717,Nei,7.01,3120.0
48,2020,MOWI ASA,10331,Åkre,0.33,1.95,0.2,Nei,Ja,0.5,60.11283,6.044717,Nei,9.15,3120.0
47,2020,MOWI ASA,10331,Åkre,0.11,0.95,0.14,Nei,Ja,0.5,60.11283,6.044717,Nei,9.34,3120.0
46,2020,MOWI ASA,10331,Åkre,0.11,0.23,0.12,Nei,Ja,0.5,60.11283,6.044717,Nei,10.89,3120.0
45,2020,MOWI ASA,10331,Åkre,0.11,0.23,0.12,Nei,Ja,0.5,60.11283,6.044717,Nei,10.8,3120.0
44,2020,MOWI ASA,10331,Åkre,0.02,0.16,0.09,Nei,Ja,0.5,60.11283,6.044717,Nei,10.85,3120.0
43,2020,MOWI ASA,10331,Åkre,0.03,0.16,0.0,Nei,Ja,0.5,60.11283,6.044717,Nei,11.04,3120.0
42,2020,MOWI ASA,10331,Åkre,0.1,0.2,0.02,Nei,Ja,0.5,60.11283,6.044717,Nei,12.54,3120.0
41,2020,MOWI ASA,10331,Åkre,0.08,0.2,0.02,Nei,Ja,0.5,60.11283,6.044717,Nei,13.51,3120.0
40,2020,MOWI ASA,10331,Åkre,0.11,0.26,0.0,Nei,Ja,0.5,60.11283,6.044717,Nei,13.35,3120.0
39,2020,MOWI ASA,10331,Åkre,0.09,0.54,0.1,Nei,Ja,0.5,60.11283,6.044717,Nei,13.8,3120.0
38,2020,MOWI ASA,10331,Åkre,0.09,0.54,0.1,Nei,Ja,0.5,60.11283,6.044717,Nei,14.0,3120.0
37,2020,MOWI ASA,10331,Åkre,0.01,0.55,0.07,Nei,Ja,0.5,60.11283,6.044717,Nei,15.4,3120.0
36,2020,MOWI ASA,10331,Åkre,0.01,0.46,0.19,Nei,Ja,0.5,60.11283,6.044717,Nei,16.5,3120.0
